Area Type,Area,Year,Quarter,Ownership,NAICS,NAICS Title,Establishments,Month 1 Employment,Month 2 Employment,Month 3 Employment,Total Wage                                                                                                                       
County,Orleans County,2016,4,"Total, All Ownerships",62,Health Care and Social Assistance,75,1365,1363,1356,11950567
County,Tompkins County,2016,4,"Total, All Ownerships",62,Health Care and Social Assistance,288,5938,5945,5946,69526775
County,Ulster County,2016,4,"Total, All Ownerships",62,Health Care and Social Assistance,512,10441,10479,10488,111459978
County,Seneca County,2015,1,"Total, All Ownerships",62,Health Care and Social Assistance,72,1057,1059,1070,8841854
County,Ulster County,2015,1,"Total, All Ownerships",62,Health Care and Social Assistance,493,9658,9536,9737,90973693
County,Greene County,2015,2,"Total, All Ownerships",62,Health Care and Social Assistance,93,1268,1276,1301,12165242
County,Orleans County,2015,2,"Total, All Ownerships",62,Health Care and Social Assistance,76,1468,1439,1458,12627707
County,Greene County,2015,3,"Total, All Ownerships",62,Health Care and Social Assistance,92,1263,1259,1258,11374211
County,Orleans County,2015,3,"Total, All Ownerships",62,Health Care and Social Assistance,76,1430,1440,1423,12059485
County,Seneca County,2015,3,"Total, All Ownerships",62,Health Care and Social Assistance,73,1032,1034,1056,9031257
County,Tompkins County,2015,3,"Total, All Ownerships",62,Health Care and Social Assistance,290,5901,5917,5926,64109900
County,Greene County,2015,4,"Total, All Ownerships",62,Health Care and Social Assistance,94,1262,1251,1261,12954765
County,Jefferson County,2015,4,"Total, All Ownerships",62,Health Care and Social Assistance,292,7052,7124,7170,88152019
County,Orleans County,2015,4,"Total, All Ownerships",62,Health Care and Social Assistance,77,1446,1430,1390,13371840
County,Seneca County,2015,4,"Total, All Ownerships",62,Health Care and Social Assistance,72,1079,1074,1076,10267204
County,Tompkins County,2015,4,"Total, All Ownerships",62,Health Care and Social Assistance,290,5977,6018,6006,71167558
County,Ulster County,2015,4,"Total, All Ownerships",62,Health Care and Social Assistance,482,9869,9907,9970,106597844
County,Washington County,2015,4,"Total, All Ownerships",62,Health Care and Social Assistance,108,1932,1933,1919,18605952
County,Broome County,2014,1,"Total, All Ownerships",62,Health Care and Social Assistance,430,15839,15804,15892,166020788
County,Chemung County,2014,1,"Total, All Ownerships",62,Health Care and Social Assistance,239,6600,6544,6586,73662922
County,Delaware County,2014,1,"Total, All Ownerships",62,Health Care and Social Assistance,118,2052,2082,2073,17622638
County,Greene County,2014,1,"Total, All Ownerships",62,Health Care and Social Assistance,93,1301,1291,1298,11072240
County,Orleans County,2014,1,"Total, All Ownerships",62,Health Care and Social Assistance,75,1347,1353,1364,10785075
County,Seneca County,2014,1,"Total, All Ownerships",62,Health Care and Social Assistance,73,1043,1035,1032,8359658
County,Broome County,2014,2,"Total, All Ownerships",62,Health Care and Social Assistance,433,15962,15907,15937,184475155
County,Delaware County,2014,2,"Total, All Ownerships",62,Health Care and Social Assistance,118,2071,2056,2074,16781902
County,Greene County,2014,2,"Total, All Ownerships",62,Health Care and Social Assistance,92,1302,1308,1301,11944094
County,Seneca County,2014,2,"Total, All Ownerships",62,Health Care and Social Assistance,73,1035,1032,1037,8835925
County,Chemung County,2014,4,"Total, All Ownerships",62,Health Care and Social Assistance,239,6497,6531,6599,80577935
County,Delaware County,2014,4,"Total, All Ownerships",62,Health Care and Social Assistance,119,2082,2058,2053,17938110
County,Orleans County,2014,4,"Total, All Ownerships",62,Health Care and Social Assistance,76,1360,1380,1392,12058555
County,Tompkins County,2014,4,"Total, All Ownerships",62,Health Care and Social Assistance,287,5847,5859,5936,66700775
County,Washington County,2014,4,"Total, All Ownerships",62,Health Care and Social Assistance,107,1958,1961,1960,17959631
County,Cortland County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,116,2526,2518,2501,22209996
County,Essex County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,96,1995,2011,2044,17584908
County,Greene County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,89,1327,1312,1312,11173077
County,Jefferson County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,285,6767,6825,6893,68381249
County,Madison County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,159,2896,2881,2893,25856978
County,Montgomery County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,144,4128,4104,4173,37906263
County,Orleans County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,74,1341,1367,1348,10261558
County,Otsego County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,167,5407,5409,5425,74636452
County,Saratoga County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,507,8520,8506,8600,87672530
County,Schoharie County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,69,1209,1214,1211,8638942
County,Warren County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,269,6417,6371,6364,56166198
County,Yates County,2013,1,"Total, All Ownerships",62,Health Care and Social Assistance,58,1090,1081,1086,7785058
County,Cortland County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,116,2494,2490,2493,23525757
County,Essex County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,96,2009,2000,2015,17041570
County,Greene County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,89,1294,1284,1297,11245656
County,Jefferson County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,285,6875,6796,6824,76141890
County,Madison County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,158,2894,2912,2897,27370535
County,Montgomery County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,146,4313,4286,4296,41653599
County,Orleans County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,74,1348,1345,1360,11067121
County,Oswego County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,165,4647,4643,4696,40111490
County,Putnam County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,244,4425,4436,4515,60980793
County,Saratoga County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,520,8599,8695,8786,86351749
County,Schoharie County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,72,1216,1211,1209,7950444
County,Schuyler County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,41,774,765,763,5885553
County,Warren County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,268,6355,6355,6336,67599553
County,Washington County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,101,1563,1558,1576,12188450
County,Yates County,2013,2,"Total, All Ownerships",62,Health Care and Social Assistance,57,1116,1121,1122,9091737
County,Cortland County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,116,2452,2423,2444,22134323
County,Essex County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,95,2035,1996,2013,17470326
County,Greene County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,87,1288,1267,1300,10920760
County,Madison County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,157,2929,2916,2909,26589600
County,Montgomery County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,146,4338,4321,4354,38875991
County,Orleans County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,73,1352,1330,1331,10250537
County,Otsego County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,168,5342,5367,5393,74898825
County,Saratoga County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,520,8774,8857,8827,91962508
County,Schoharie County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,71,1160,1158,1192,8883599
County,Warren County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,267,6256,6275,6273,64077790
County,Yates County,2013,3,"Total, All Ownerships",62,Health Care and Social Assistance,57,1103,1101,1097,8045364
County,Cortland County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,116,2411,2500,2501,25409882
County,Essex County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,95,2070,2044,2044,19925657
County,Greene County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,87,1283,1282,1273,12028418
County,Madison County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,159,2904,2908,2960,29030796
County,Montgomery County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,147,4487,4493,4459,44273018
County,Orleans County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,73,1321,1317,1330,11261143
County,Oswego County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,165,4639,4673,4685,42057879
County,Putnam County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,238,4396,4420,4456,70358558
County,Saratoga County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,521,8820,8864,8967,96767434
County,Schoharie County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,69,1200,1209,1198,8735162
County,Schuyler County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,42,750,749,731,6247568
County,Warren County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,261,6237,6204,6140,71221545
County,Washington County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,100,1581,1584,1597,12974940
County,Yates County,2013,4,"Total, All Ownerships",62,Health Care and Social Assistance,57,1107,1110,1111,9386515
County,Cortland County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,112,2558,2536,2548,21980960
County,Essex County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,97,2014,1992,2009,16587044
County,Greene County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,85,1285,1286,1297,11068878
County,Madison County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,151,2926,2928,2929,25130739
County,Montgomery County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,144,4145,4134,4142,37014076
County,Orleans County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,75,1442,1424,1429,10531976
County,Otsego County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,168,5086,5087,5080,71463961
County,Saratoga County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,492,8354,8318,8377,83314475
County,Schoharie County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,70,1177,1193,1206,8318068
County,Warren County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,277,6402,6391,6448,66088115
County,Yates County,2012,1,"Total, All Ownerships",62,Health Care and Social Assistance,58,1075,1065,1071,7705161
County,Cortland County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,112,2509,2500,2511,23528438
County,Essex County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,98,2018,2040,2042,16519652
County,Greene County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,86,1286,1301,1287,10864007
County,Madison County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,151,2866,2910,2917,26937832
County,Montgomery County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,142,4117,4166,4146,41166417
County,Orleans County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,74,1433,1437,1425,10962088
County,Otsego County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,168,5041,5032,5107,63667067
County,Saratoga County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,499,8405,8435,8524,80285456
County,Schoharie County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,70,1202,1203,1200,7904480
County,Warren County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,277,6394,6447,6502,67832815
County,Yates County,2012,2,"Total, All Ownerships",62,Health Care and Social Assistance,59,1069,1075,1088,8541745
County,Cortland County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,112,2512,2506,2530,22380780
County,Essex County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,95,2053,2052,2014,17352120
County,Greene County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,88,1256,1268,1273,10909040
County,Madison County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,153,2896,2901,2895,25836472
County,Montgomery County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,142,4066,4213,4249,39358731
County,Orleans County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,75,1382,1365,1366,10200531
County,Otsego County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,168,5076,5101,5136,71248662
County,Saratoga County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,507,8423,8426,8428,83930262
County,Schoharie County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,69,1143,1149,1181,8498989
County,Warren County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,276,6486,6517,6541,66912045
County,Washington County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,99,1618,1597,1596,12558571
County,Yates County,2012,3,"Total, All Ownerships",62,Health Care and Social Assistance,59,1070,1069,1062,7528955
County,Cortland County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,111,2479,2482,2497,24925803
County,Essex County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,97,2023,2040,2021,18452634
County,Greene County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,88,1299,1296,1291,11765294
County,Madison County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,155,2862,2864,2877,28152149
County,Montgomery County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,142,4145,4205,4258,44690754
County,Orleans County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,74,1371,1378,1412,11037667
County,Otsego County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,169,5126,5101,5107,67088459
County,Saratoga County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,511,8499,8537,8658,91034008
County,Schoharie County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,70,1207,1198,1210,8645020
County,Warren County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,274,6539,6533,6494,72417547
County,Yates County,2012,4,"Total, All Ownerships",62,Health Care and Social Assistance,59,1081,1087,1098,8761023
County,Cortland County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,114,2633,2586,2607,21866515
County,Essex County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,97,1916,1918,1923,14937877
County,Greene County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,88,1278,1284,1285,9737060
County,Jefferson County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,289,6766,6720,6741,64244127
County,Madison County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,154,2907,2905,2910,23806489
County,Montgomery County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,149,4204,4171,4198,35113711
County,Orleans County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,75,1434,1430,1431,10502237
County,Otsego County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,169,5152,5168,5158,65017560
County,Saratoga County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,488,8245,8239,8209,78085674
County,Schoharie County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,67,1188,1198,1212,8277776
County,Warren County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,263,6239,6165,6235,60285104
County,Washington County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,98,1466,1475,1477,11291671
County,Yates County,2011,1,"Total, All Ownerships",62,Health Care and Social Assistance,60,1093,1114,1094,7337862
County,Cortland County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,111,2602,2585,2588,21970533
County,Essex County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,97,1935,1956,1966,16552859
County,Greene County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,87,1286,1278,1284,10439175
County,Madison County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,154,2878,2898,2903,26442997
County,Montgomery County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,148,4228,4229,4212,37253024
County,Orleans County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,75,1444,1464,1450,11485954
County,Otsego County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,169,5135,5144,5236,68562706
County,Saratoga County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,487,8296,8347,8412,78597567
County,Schoharie County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,66,1211,1215,1227,8241280
County,Warren County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,266,6247,6307,6357,63659678
County,Yates County,2011,2,"Total, All Ownerships",62,Health Care and Social Assistance,60,1094,1084,1100,7474145
County,Cortland County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,112,2624,2567,2612,24274873
County,Essex County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,97,1950,1964,1960,18122837
County,Greene County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,87,1238,1230,1243,10608648
County,Jefferson County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,291,6783,6752,6820,70520863
County,Madison County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,152,2888,2826,2869,25908009
County,Montgomery County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,148,4103,4442,4491,41613954
County,Orleans County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,76,1390,1377,1401,10576911
County,Otsego County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,170,5130,5062,5089,70961548
County,Saratoga County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,489,8332,8317,8329,84260533
County,Schoharie County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,70,1215,1227,1179,8667594
County,Warren County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,267,6329,6291,6289,65501582
County,Yates County,2011,3,"Total, All Ownerships",62,Health Care and Social Assistance,59,1118,1094,1110,8337790
County,Cortland County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,113,2605,2601,2619,24598486
County,Essex County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,94,1962,1975,2007,17134229
County,Greene County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,86,1278,1267,1288,11415194
County,Madison County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,150,2900,2873,2897,27411430
County,Montgomery County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,147,4174,4221,4258,38857165
County,Orleans County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,75,1410,1413,1426,11148291
County,Otsego County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,169,5133,5043,5129,65391549
County,Saratoga County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,492,8329,8359,8436,86392646
County,Schoharie County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,68,1174,1182,1180,8302890
County,Warren County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,268,6324,6292,6402,70776551
County,Washington County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,94,1533,1540,1544,11947683
County,Yates County,2011,4,"Total, All Ownerships",62,Health Care and Social Assistance,59,1104,1092,1117,8456774
County,Cortland County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,111,2749,2666,2660,21306015
County,Essex County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,99,1926,1944,1969,15017055
County,Greene County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,90,1217,1225,1215,9334684
County,Madison County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,150,2875,2844,2844,23131370
County,Montgomery County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,148,3978,3951,3990,32517072
County,Orleans County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,80,1463,1465,1476,10220833
County,Otsego County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,167,4967,5002,5004,59119982
County,Saratoga County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,459,7921,7870,7836,70596652
County,Schoharie County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,64,1225,1216,1215,7574163
County,Warren County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,267,6225,6191,6176,58340380
County,Yates County,2010,1,"Total, All Ownerships",62,Health Care and Social Assistance,61,1084,1106,1105,7260110
County,Cortland County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,114,2677,2686,2709,22060392
County,Essex County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,99,1995,1973,1997,16563789
County,Greene County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,90,1232,1263,1271,9962569
County,Jefferson County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,289,6672,6728,6760,68515711
County,Madison County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,153,2984,2970,2956,25871993
County,Montgomery County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,149,4053,4067,4112,35868811
County,Orleans County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,80,1470,1473,1463,10715807
County,Otsego County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,170,5006,5058,5174,66176575
County,Saratoga County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,461,7855,7940,7994,74987650
County,Schoharie County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,64,1185,1209,1221,8336351
County,Warren County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,268,6130,6224,6206,62313770
County,Yates County,2010,2,"Total, All Ownerships",62,Health Care and Social Assistance,63,1094,1093,1100,7100487
County,Cortland County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,117,2721,2676,2670,24432124
County,Essex County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,100,2013,2001,1996,16929029
County,Greene County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,89,1261,1229,1219,9984290
County,Madison County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,153,2941,2904,2926,24736067
County,Montgomery County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,148,4067,4197,4212,38891231
County,Orleans County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,79,1435,1428,1437,11055355
County,Otsego County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,171,5044,5025,5105,63215495
County,Saratoga County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,457,7955,7924,7885,76839426
County,Schoharie County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,65,1211,1200,1214,8447609
County,Schuyler County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,43,759,760,778,6027269
County,Warren County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,270,6207,6190,6193,63497400
County,Washington County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,97,1425,1437,1479,11161204
County,Yates County,2010,3,"Total, All Ownerships",62,Health Care and Social Assistance,61,1103,1075,1080,8268777
County,Cortland County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,115,2675,2702,2699,26641319
County,Essex County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,101,1979,1984,1985,18714313
County,Greene County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,88,1213,1210,1229,11050871
County,Jefferson County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,295,6699,6705,6717,76232936
County,Madison County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,154,2901,2902,2906,28169113
County,Montgomery County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,148,4114,4149,4143,43191686
County,Orleans County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,79,1449,1449,1454,11905538
County,Otsego County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,171,5117,5147,5195,71404802
County,Saratoga County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,470,7971,7981,8027,78964834
County,Schoharie County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,64,1221,1208,1199,8527519
County,Warren County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,268,6216,6239,6215,70214433
County,Washington County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,97,1484,1492,1500,11610913
County,Yates County,2010,4,"Total, All Ownerships",62,Health Care and Social Assistance,60,1067,1082,1101,8397762
County,Chautauqua County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,317,7559,7596,7651,53359796
County,Cortland County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,109,2689,2689,2696,22052661
County,Essex County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,99,1900,1878,1894,15495831
County,Greene County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,87,1186,1184,1197,9060223
County,Madison County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,146,2825,2798,2794,22871830
County,Montgomery County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,146,4094,4078,4092,36076651
County,Oneida County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,596,22809,22923,23034,205432851
County,Orleans County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,82,1421,1413,1416,10044281
County,Otsego County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,169,4806,4801,4822,54737273
County,Putnam County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,253,4396,4353,4393,44923870
County,Saratoga County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,457,7713,7712,7740,67087284
County,Schoharie County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,64,1156,1157,1150,7414520
County,Schuyler County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,42,770,772,787,5607500
County,Warren County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,253,6288,6279,6274,58496427
County,Washington County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,92,1323,1344,1341,9403890
County,Yates County,2009,1,"Total, All Ownerships",62,Health Care and Social Assistance,61,1116,1123,1129,8210492
County,Chautauqua County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,315,7623,7646,7662,56790024
County,Cortland County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,107,2737,2730,2753,21422719
County,Essex County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,100,1898,1929,1949,16508347
County,Greene County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,87,1201,1217,1218,9275665
County,Jefferson County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,288,6306,6358,6399,61078522
County,Madison County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,148,2832,2881,2888,25054022
County,Montgomery County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,146,4065,4092,4289,36581944
County,Orleans County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,81,1438,1436,1464,10147569
County,Otsego County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,167,4819,4855,4945,62725390
County,Saratoga County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,463,7785,7776,7865,73640699
County,Schoharie County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,63,1158,1189,1168,7895567
County,Schuyler County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,44,763,775,789,6504344
County,Warren County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,257,6223,6299,6282,63292647
County,Yates County,2009,2,"Total, All Ownerships",62,Health Care and Social Assistance,60,1094,1115,1111,7253989
County,Chautauqua County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,317,7892,7846,7574,57543322
County,Cortland County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,107,2753,2754,2754,23115122
County,Essex County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,99,1991,1967,1931,16675137
County,Greene County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,87,1215,1220,1240,9520344
County,Madison County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,147,2873,2918,2921,24293313
County,Montgomery County,2009,3,"Total, All Ownerships",62,Health Care and Social Assistance,147,4530,4555,4144,37182423
